$id,ApplicationEndDate,ApplicationStartDate,CityCode,CityDescription,ContractorCode,ContractorDescription,GrantSize,HousingUnits,IsForAplicant,IsLotteryHeld,Linking,LotteryDate,LotteryNumber,LotteryWinFile,NeighborhoodName,Notes,PriceIndexCode,PriceIndexDate,PriceIndexDescription,PricePerUnit,ProcessCode,ProcessName,ProjectImageURLs,ProjectName,ProjectNumber,ProjectURL,RegulationsVersion,ResponsibilityCode,ResponsibilityDescription,StageCode,TargetHousingUnits,ApartmentNumber,ApartmentSize,ApartmentType,BalconySize,BuildingNumber,FloorNumber,InternetNotes,LotNumber,ParkingLotNumber,ParkingLots,PricePerProcess,RoomCode,RoomDescription,WarehouseNumber,WarehouseSize
16,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,15,112.65,,39.58,139,4,,139,,1,685460.0,4,4,,5.31
17,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,16,121.49,,74.31,139,4,,139,,1,787969.0,5,5,,5.26
18,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,17,122.83,,49.83,139,4,,139,,1,752973.0,5,5,,3.85
19,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,18,112.56,,40.75,139,4,,139,,1,688300.0,4,4,,5.99
20,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,1,112.4,,172.63,39,ק,דירת גן,39,,1,907842.0,4,4,,10.49
21,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,2,109.14,,188.75,39,ק,דירת גן,39,,1,919500.0,4,4,,12.02
22,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,3,108.7,,40.86,39,1,,39,,1,669486.0,4,4,,6.73
23,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,4,107.7,,37.35,39,1,,39,,1,659080.0,4,4,,6.98
24,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,5,121.07,,44.45,39,1,,39,,1,736360.0,5,5,,4.49
25,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,6,121.36,,44.31,39,1,,39,,1,741581.0,5,5,,6.32
26,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,7,108.7,,40.86,39,2,,39,,1,669486.0,4,4,,6.73
27,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,8,107.7,,37.35,39,2,,39,,1,659080.0,4,4,,6.98
28,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,9,121.07,,44.45,39,2,,39,,1,736360.0,5,5,,4.49
29,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,10,121.36,,44.31,39,2,,39,,1,741581.0,5,5,,6.32
30,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,11,108.7,,40.86,39,3,,39,,1,669486.0,4,4,,6.73
31,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,12,107.7,,37.35,39,3,,39,,1,659080.0,4,4,,6.98
32,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,13,121.07,,44.45,39,3,,39,,1,736360.0,5,5,,4.49
33,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,14,121.36,,44.31,39,3,,39,,1,741581.0,5,5,,6.32
34,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,15,108.24,,40.59,39,4,,39,,1,686680.0,4,4,,16.15
35,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,16,108.31,,33.99,39,4,,39,,1,665868.0,4,4,,11.16
36,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,17,120.3,,204.95,39,4,פנטהאוז,39,,1,993817.0,5,5,,6.84
37,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,18,110.83,,126.98,39,5,פנטהאוז,39,,1,834393.0,4,4,,14.19
38,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,19,110.2,,185.45,39,5,פנטהאוז,39,,1,922068.0,4,4,,13.05
39,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,1,134.63,,85.0,57,ק,דירת גן,57,,1,897099.0,5,5,,13.39
40,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,2,117.49,,220.0,57,ק,דירת גן,57,,1,1016029.0,4,4,,10.5
41,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,3,121.24,,27.82,57,1,,57,,1,716528.0,4,4,,5.47
42,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,4,104.49,,22.97,57,1,,57,,1,619917.0,3,3,,5.89
43,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,5,115.7,,21.84,57,1,,57,,1,676710.0,4,4,,5.22
44,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,6,117.17,,23.49,57,1,,57,,1,687449.0,4,4,,5.32
45,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,7,121.24,,27.82,57,2,,57,,1,716528.0,4,4,,5.47
46,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,8,104.49,,22.97,57,2,,57,,1,619917.0,3,3,,5.89
47,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,9,115.7,,21.84,57,2,,57,,1,676710.0,4,4,,5.22
48,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,10,117.17,,23.49,57,2,,57,,1,687449.0,4,4,,5.32
49,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,11,121.24,,27.82,57,3,,57,,1,716528.0,4,4,,5.47
50,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,12,104.49,,22.97,57,3,,57,,1,619917.0,3,3,,5.89
51,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,13,115.7,,21.84,57,3,,57,,1,676710.0,4,4,,5.22
52,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,14,117.17,,23.49,57,3,,57,,1,687449.0,4,4,,5.32
53,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,15,122.63,,150.19,57,4,,57,,1,926285.0,4,4,,8.12
54,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,16,116.28,,21.84,57,4,,57,,1,690658.0,4,4,,10.28
55,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,17,119.56,,23.49,57,4,פנטהאוז,57,,1,705735.0,4,4,,7.88
56,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,1,134.63,,85.0,58,ק,דירת גן,58,,1,892396.0,5,5,,13.39
57,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,2,117.49,,220.0,58,ק,דירת גן,58,,1,1010702.0,4,4,,10.5
58,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,3,121.24,,27.82,58,1,,58,,1,712772.0,4,4,,5.47
59,2016-03-27T00:00:00,2016-02-29T00:00:00,7700,עפולה,515339737,"א.נ. בונים בעמק בע""מ",40000.0,71,False,True,,2016-04-04T09:32:03.137,104,UTlvTGJteVRlbzBmZzBSdU9XUjlMQT09,C1,"מבנה 57 מחיר למטר 5,356.26 שקלים",2,2015-09-01T00:00:00,מדד תשומות הבנייה,5328.18,2,מחיר למשתכן,,משתכנים בעמק,11,http://www.bonimbahemek.com/,UGJwN1hjWUJOYlVMdFIvVkRGaHlXdz09,2,"רמ""י",0,71,4,104.49,,22.97,58,1,,58,,1,616668.0,3,3,,5.89
