lat,lon,name,בעלות,כתובת,לשכת בריאות,מנהל,מס' טלפון,מס' פקס,נפה,סוג,עיר/ישוב,קוד מוסד
31.6673272,34.5574546,"דנטל ריידר פיטר בע""מ",פרטי,בן גוריון 3/9,לשכת בריאות אשקלון,מר ריידר פיוטר,08-6731227,08-6711707,אשקלון,מרפאות שיניים של תאגידים,אשקלון,557MK
32.084041,34.887762,"דנטלוקס סנטר בע""מ",פרטי,,לשכת בריאות פתח תקווה,"ד""ר שפירו גריגירי",03-9210124,,פתח תקווה,מרפאות שיניים של תאגידים,פתח תקוה,5577P
32.0232628,34.7719545,"דנטליין נ.א. בע""מ",פרטי,חובבי ציון 3,לשכת בריאות תל אביב-יפו,"ד""ר עמאשה חוסאם",052-7988188,03-6391006,תל-אביב,מרפאות שיניים של תאגידים,חולון,557NB
32.6073951,35.2897333,"דניאל דנט (עפולה) בע""מ",פרטי,אוסישקין 11,לשכת בריאות עפולה,"ד""ר מורה מוחמד",04-6526890,,יזרעאל,מרפאות שיניים של תאגידים,עפולה,557DD
31.9346987,35.0426333,"דניאל קליניק ש.מ. בע""מ",פרטי,אבי נזר 25,לשכת בריאות רמלה,"ד""ר ויינצויג אלעד",08-9287474,08-9287472,רמלה,מרפאות שיניים של תאגידים,מודעין עלית,557LZ
32.6097241,35.2865965,"דנידנט בע""מ - עפולה",פרטי,שרת 2/14,לשכת בריאות עפולה,"ד""ר אבו ליל מוחמד",09-659108,,יזרעאל,מרפאות שיניים של תאגידים,עפולה,5571I
32.0229798,34.7716088,"דקל בע""מ",פרטי,סוקולוב 4/16,לשכת בריאות תל אביב-יפו,"ד""ר אביגדור אברהם",03-6513121,0777963963,תל-אביב,מרפאות שיניים של תאגידים,חולון,5579P
31.7880077,35.2098992,ה.ו.ד.,ציבורי,"רש""י 60",לשכת בריאות ירושלים,"ד""ר חאחיאשוילי מאקה",02-5381411,077-7923911,ירושלים,מרפאות שיניים של תאגידים,ירושלים,5562C
,,האגודה לבריאות הציבור - כישורית,ציבורי,"קיבוץ כישור, ד.נ. בקעת בית הכרם",לשכת בריאות עכו,"ד""ר ח'שיבון פואד",04-9085252,04-9085252,עכו,מרפאות שיניים של תאגידים,כישור,5562I
31.7613983,35.1655871,האגודה לבריאות הציבור - מעון אלווין,ציבורי,"הנרייטה סולד ,20 ת.ד. 9011",לשכת בריאות ירושלים,"ד""ר אינהורן משה",02-6310703,02-6447605,ירושלים,מרפאות שיניים של תאגידים,ירושלים,5562H
32.1822395,34.8873175,האגודה לבריאות הציבור - מעון השקמה,ציבורי,הרב אפרים 30,לשכת בריאות פתח תקווה,"ד""ר שפיגלמן אריה אברהם",09-7757434,09-7463561,פתח תקווה,מרפאות שיניים של תאגידים,רעננה,5561W
31.071651,35.026419,האגודה לבריאות הציבור - מעון טללים,ציבורי,ורדימון 1,לשכת בריאות באר שבע,"ד""ר אלסייד חליל",08-6820666,08-6550144,באר שבע,מרפאות שיניים של תאגידים,דימונה,5562B
31.812029,35.105693,האגודה לבריאות הציבור - מעון ידידה,ציבורי,"ת.ד. ,40144 מעלה החמישה",לשכת בריאות ירושלים,"ד""ר ינקלביץ רות אמליה",02-5796374,,ירושלים,מרפאות שיניים של תאגידים,מבשרת ציון,5562F
32.1981781,34.8598897,האגודה לבריאות הציבור - מעון כפר נחמן,ציבורי,"ת.ד. ,69 דרך כפר נחמן",לשכת בריאות פתח תקווה,"ד""ר פיין עילית",09-7727072,09-7746912,פתח תקווה,מרפאות שיניים של תאגידים,רעננה,5561X
32.7782898,35.5201063,האגודה לבריאות הציבור - מעון נוה כנרת,ציבורי,בית הלל 19,לשכת בריאות טבריה,"ד""ר ח'שיבון פואד",04-6737968,,כנרת,מרפאות שיניים של תאגידים,טבריה,5561V
31.937621,34.793885,האגודה לבריאות הציבור - מעון נווה האירוס סנטוריום,ציבורי,המאה ואחד,לשכת בריאות רחובות,"ד""ר לנג יונתן מרק",08-9389104,08-9400805,רחובות,מרפאות שיניים של תאגידים,נס ציונה,5562E
32.7479805,35.0990194,האגודה לבריאות הציבור - מעון נווה רם,ציבורי,"ת.ד. ,41 כפר חסידים",לשכת בריאות חיפה,"ד""ר מרשי ג'וני",04-9849546,04-9849531,חיפה,מרפאות שיניים של תאגידים,רכסים,5561U
32.8390067,35.508446,האגודה לבריאות הציבור - מעון נופים,ציבורי,נוף כנרת ומגדל,לשכת בריאות טבריה,"ד""ר גואלנה ריאד",04-6792440,04-6790839,כנרת,מרפאות שיניים של תאגידים,מגדל,5561Q
32.8390067,35.508446,האגודה לבריאות הציבור - מעון נופים,ציבורי,נוף כנרת ומגדל,לשכת בריאות טבריה,"ד""ר גואלנה ריאד",04-6792440,04-6790839,כנרת,מרפאות שיניים של תאגידים,מגדל,5561Q
32.29698,34.8566482,האגודה לבריאות הציבור - מעון נכים אילן,ציבורי,"הנביאים, שכונת דורה",לשכת בריאות נתניה,"ד""ר עימרני עופר",09-8644327,09-8658682,השרון,מרפאות שיניים של תאגידים,נתניה,5561R
32.256608,34.91846,האגודה לבריאות הציבור - מעון נעורים,ציבורי,ת.ד. 6,לשכת בריאות נתניה,"ד""ר עימרני עופר",09-7968055,,השרון,מרפאות שיניים של תאגידים,תל מונד,5561S
32.517078,34.955096,האגודה לבריאות הציבור - מעון סביון,ציבורי,ת.ד. 22,לשכת בריאות חדרה,"ד""ר בן יוסף שרון אברהם",04-6180714,04-6268950,חדרה,מרפאות שיניים של תאגידים,בנימינה,5561O
32.936524,35.091853,האגודה לבריאות הציבור - מעון עתידות עכו,ציבורי,אחד העם ת.ד. 2286,לשכת בריאות עכו,"ד""ר קליין אלחנדרה קרולינה",04-9550189,,עכו,מרפאות שיניים של תאגידים,עכו,5561P
32.0613775,34.766691,האגודה לבריאות הציבור - מעון רוחמה,ציבורי,"ת""א יפו 119",לשכת בריאות פתח תקווה,"ד""ר אמתי בת חן",09-7634600,09-7634609,פתח תקווה,מרפאות שיניים של תאגידים,כפר סבא,5561Y
,,האגודה לבריאות הציבור - עלי הנגב,ציבורי,"כפר שיקומי עלי נגב, מועצה אזורית מרחבים",לשכת בריאות באר שבע,"ד""ר מזרחי מרטין סלומון",073-2360531,073-2360531,באר שבע,מרפאות שיניים של תאגידים,אפקים,5562A
32.1729709,34.8533909,האגודה למען העוור הרצליה והשרון,ציבורי,"רביבים ,8 יד התשעה",לשכת בריאות תל אביב-יפו,"ד""ר קוקליס גריגורי",09-582777,,תל-אביב,מרפאות שיניים של תאגידים,הרצליה,55635
32.0706049,34.8315625,האגודה למען הקשיש רמת-גן,ציבורי,רימלט 7,לשכת בריאות תל אביב-יפו,"ד""ר שטריקמן דוד",03-6783088,,תל-אביב,מרפאות שיניים של תאגידים,רמת גן,556W8
31.7565289,35.1646252,הארגון למען המשפחה בישראל,ציבורי,דהומי 10/3,לשכת בריאות ירושלים,"ד""ר דובר הנרי",02-414572,02-6414571,ירושלים,מרפאות שיניים של תאגידים,ירושלים,55632
32.5325134,35.1531896,"הדס רשת מרפאות בע""מ - אום אל פחם",פרטי,בית ספר תיכון,לשכת בריאות חדרה,"ד""ר שבלי אחמד",04-6313082,,חדרה,מרפאות שיניים של תאגידים,אם אל פחם,5577I
32.0749319,34.7836021,"הדסה דנט על בע""מ",פרטי,דובנוב 10,לשכת בריאות תל אביב-יפו,"ד""ר ג'ניאו יצחק",03-6077223,03-6954433,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,557IW
,,הדסה נעורים,ציבורי,ד.נ. נעורים,לשכת בריאות נתניה,"ד""ר גלפרן סלומון אוסקר",09-861102,09-8664186,השרון,מרפאות שיניים של תאגידים,נעורים,5562G
,,הודיות,פרטי,ד.נ. גליל תחתון,לשכת בריאות טבריה,"ד""ר הרץ שרלין",04-6653205,04-6794755,כנרת,מרפאות שיניים של תאגידים,הודיות,5573L
31.7400217,34.9954804,היכלי שן,ציבורי,מהריל דיסקין 17,לשכת בריאות ירושלים,"ד""ר רודי מיצ'ל",02-9924347,02-9924348,ירושלים,מרפאות שיניים של תאגידים,בית שמש,556X5
32.023271,34.74708200000001,"הכתר בע""מ",פרטי,עוזיאל 2,לשכת בריאות תל אביב-יפו,"ד""ר קנדינו דניאל",03-5063657,,תל-אביב,מרפאות שיניים של תאגידים,בת ים,557D0
31.6610641,34.5896817,"הלה בע""מ - אשקלון",פרטי,"קניון חוצות, קומה ב",לשכת בריאות אשקלון,"ד""ר ליבשיץ נטליה",03-6202703,,אשקלון,מרפאות שיניים של תאגידים,אשקלון,557F4
31.896203,35.0191923,"הלה בע""מ - מודיעין",פרטי,עמק אחולה 32,לשכת בריאות רמלה,"ד""ר בן דרור עקיבא",08-9730703,,רמלה,מרפאות שיניים של תאגידים,מודעין,557M7
,,"הלה בע""מ-אשדוד",פרטי,"הבנים ,5 בניין סיטי, שערי הקריה",לשכת בריאות אשקלון,"ד""ר גובזמן יוסי",08-8564847,08-8567006,אשקלון,מרפאות שיניים של תאגידים,אשדוד,55748
31.2395894,34.7907683,"הלה בע""מ-מכון באר שבע",פרטי,העצמאות 40,לשכת בריאות באר שבע,"ד""ר הבר ארוין נלו",07-280265,,באר שבע,מרפאות שיניים של תאגידים,באר שבע,55739
32.0620515,34.7849702,"הלה בע""מ-מכון המסגר",פרטי,המסגר 18,לשכת בריאות תל אביב-יפו,"ד""ר זילברברג יוסף",03-377836,,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,55746
32.0620515,34.7849702,"הלה בע""מ-מכון המסגר",פרטי,המסגר 18,לשכת בריאות תל אביב-יפו,"ד""ר זילברברג יוסף",03-377836,,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,55746
32.799492,34.984727,"הלה בע""מ-מכון חיפה",פרטי,מוריה 30,לשכת בריאות חיפה,"ד""ר אבו רקייה פראס",048672352,04-6663721,חיפה,מרפאות שיניים של תאגידים,חיפה,55747
31.7792605,35.22228370000001,"הלה בע""מ-מכון ירושלים",פרטי,שלומציון המלכה 16,לשכת בריאות ירושלים,"ד""ר אמסלם אלברט",02-250922,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,55744
31.93984409999999,34.8905922,"הלה בע""מ-מכון לוד",פרטי,"הרב חורי ,29 קומה 1",לשכת בריאות רמלה,"ד""ר רוט רף אברהם",08-9236190,08-9252832,רמלה,מרפאות שיניים של תאגידים,לוד,55740
32.8239701,35.0814487,"הלה בע""מ-קרית ביאליק",פרטי,שדרות ירושלים 15,לשכת בריאות חיפה,"ד""ר דוד דורון",04-725015,,חיפה,מרפאות שיניים של תאגידים,קרית ביאליק,55745
32.1550835,34.8945066,"הלה הוד השרון - ד""ר שוורץ עמיר בע""מ",פרטי,דרך השרון 92 ב,לשכת בריאות פתח תקווה,"ד""ר שורץ עמיר",09-7401527,,פתח תקווה,מרפאות שיניים של תאגידים,הוד השרון,5574B
32.0860285,34.8855683,"הלה פ""ת בע""מ",פרטי,ההסתדרות 16,לשכת בריאות פתח תקווה,"ד""ר מצגר יוסף",03-9344988,03-934492,פתח תקווה,מרפאות שיניים של תאגידים,פתח תקוה,5574P
32.0838302,34.8159413,המכון להשתלמות ברפואת שיניים,ציבורי,"רח' הרא""ה 2",לשכת בריאות תל אביב-יפו,"ד""ר כץ יוניס יונתן",03-6700525,,תל-אביב,מרפאות שיניים של תאגידים,רמת גן,55642
31.9970218,34.7739113,"המרכז הדנטלי - חיוך בוהק בע""מ",פרטי,רבינוביץ 58 ת.ד. 45,לשכת בריאות תל אביב-יפו,"ד""ר גרץ סטניסלב",03-6589001,03-6589001,תל-אביב,מרפאות שיניים של תאגידים,חולון,557IP
31.24309999999999,34.7990995,המרכז לאסתטיקה,פרטי,"בן צבי ,10 מגדל הרכבת",לשכת בריאות באר שבע,"ד""ר נובק אולג",0523774221,,באר שבע,מרפאות שיניים של תאגידים,באר שבע,5576W
31.8008436,35.1181275,"המרכז לאסתטיקת שיניים ס.ג. אבו גוש בע""מ",פרטי,הוואדי 27,לשכת בריאות ירושלים,"ד""ר ג'בר סלאח",02-5390889,02-5790569,ירושלים,מרפאות שיניים של תאגידים,אבו גוש,557MU
32.7877244,35.5386722,"המרכז לבריאות השן טבריה בע""מ",פרטי,הגלבוע,לשכת בריאות טבריה,"ד""ר נוג'ידאת מואפק",04-6716574,,כנרת,מרפאות שיניים של תאגידים,טבריה,5576X
32.7972381,35.5339955,"המרכז לבריאות השן ע""ש יאיר טבריה בס""ד בגליל",פרטי,שדרות הרצל 11,לשכת בריאות טבריה,"ד""ר זהוה אוסמה",04-6017711,057-9556749,כנרת,מרפאות שיניים של תאגידים,טבריה,557BT
32.082695,34.7848814,"המרכז לטיפול בתחומי בריאות הפה בע""מ",פרטי,בצלאל 25,לשכת בריאות תל אביב-יפו,"ד""ר פריצקי אנה",03-5293375,15335293375,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,557GB
32.9709456,35.5502144,המרכז לרפואת השן ראש פינה,פרטי,בניין אבנית,לשכת בריאות צפת,"ד""ר שני ראובן",04-6935532,,צפת,מרפאות שיניים של תאגידים,ראש פנה,5573S
32.796082,34.9844412,המרכז לרפואת שיניים אסתטית - חיפה,פרטי,מוריה 60,לשכת בריאות חיפה,"ד""ר אהרון ארנולד",04-8241567,04-8258172,חיפה,מרפאות שיניים של תאגידים,חיפה,557CC
32.720737,35.059087,המרכז לרפואת שיניים עוספיא,פרטי,ת.ד. 1223,לשכת בריאות חיפה,"ד""ר סברדליקוב אירינה",04-8399878,04-8390293,חיפה,מרפאות שיניים של תאגידים,עספיא,557MC
30.987806,34.928828,המרפאה לבריאות השן - ירוחם,רשות מקומית,צבי ברונשטיין,לשכת בריאות באר שבע,"ד""ר חן מורדך",07-6598212,,באר שבע,מרפאות שיניים של תאגידים,ירוחם,558A3
,,העמותה לטיפול למען בריאות הפה - מרפאה ניידת,ציבורי,"יעקב פריימן ,20 כניסה 2",לשכת בריאות רחובות,"ד""ר גרפונקל אדי",03-9564139,,רחובות,מרפאות שיניים של תאגידים,ראשון לציון,556W9
32.266892,35.009675,העמותה למען הקשיש בטייבה,ציבורי,כפר טייבה,לשכת בריאות נתניה,"ד""ר מסארוה אחמד",09-991575,,השרון,מרפאות שיניים של תאגידים,טיבה,55602
,,העמותה למען הקשיש-נצרת עלית,ציבורי,הגפן פינת רח' יזרעאל,לשכת בריאות עפולה,"ד""ר מרשי נסרי",04-560861,,יזרעאל,מרפאות שיניים של תאגידים,נצרת עלית,55617
,,העמותה למען הקשיש-נצרת עלית,ציבורי,הגפן פינת רח' יזרעאל,לשכת בריאות עפולה,"ד""ר מרשי נסרי",04-560861,,יזרעאל,מרפאות שיניים של תאגידים,נצרת עלית,55617
31.9661175,34.8038242,"הפי מרפאות שיניים לבריאות הפה ראשל""צ בע""מ",פרטי,עין הקורא 10,לשכת בריאות רחובות,"ד""ר גרוצקי פיליפ",03-9506699,,רחובות,מרפאות שיניים של תאגידים,ראשון לציון,5578V
,,"הר הזיתים שירותי רפואה בע""מ",פרטי,אלטור,לשכת בריאות ירושלים,"ד""ר מחאמיד ח'אלד",02-6263411,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,5578I
32.0831178,34.7999293,"הראל מרכז מתקדם להשתלות שיניים בע""מ",פרטי,"ז'בוטינסקי 1(מרכז דימול), קומה ב",לשכת בריאות תל אביב-יפו,"ד""ר משיח יצחק",054-3541362,077-3296231,תל-אביב,מרפאות שיניים של תאגידים,רמת גן,557JX
31.7810667,35.2188093,התקווה ירושלים,פרטי,שמאי 12,לשכת בריאות ירושלים,"ד""ר סלפיטי טאריק",02-5731773,02-5794727,ירושלים,מרפאות שיניים של תאגידים,ירושלים,557NN
31.4198714,34.5955009,"וידנט נתיבות (1986) חברה לשרותים בע""מ",פרטי,הארזים 82,לשכת בריאות באר שבע,"ד""ר שמאיש ניומה חונה",08-9944888,08-9931279,באר שבע,מרפאות שיניים של תאגידים,נתיבות,557T7
33.006276,35.0967241,"ויוה דנט בע""מ",פרטי,הגעתון 16,לשכת בריאות עכו,"ד""ר שחאדה איליא",04-9923721,,עכו,מרפאות שיניים של תאגידים,נהריה,557U3
32.012406,34.752094,"ויקטוריה דנט בע""מ",פרטי,"ניסנבאום ,33 קניון בת-ים",לשכת בריאות תל אביב-יפו,"ד""ר ליסמן הלנה",03-5513860,03-5513860,תל-אביב,מרפאות שיניים של תאגידים,בת ים,557DR
,,"ותד נשאת בע""מ",פרטי,"בית אודם, ויצמן 24",לשכת בריאות נתניה,"ד""ר ותד נשאת",09-8610414,,השרון,מרפאות שיניים של תאגידים,נתניה,557CV
,,"זיו השן בע""מ",פרטי,"ז'בוטינסקי 2/,140 קומת קרקע",לשכת בריאות תל אביב-יפו,"ד""ר רביע האני",03-9139091,077-5495732,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,557PX
31.7852133,35.2247088,זכרון מרים,ציבורי,מאה שערים 120,לשכת בריאות ירושלים,"ד""ר בנגוזי איב אהרון",02-6261637,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,55630
32.025999,34.747971,"ח. בצלאל בע""מ",פרטי,ירושלים 38 ב,לשכת בריאות תל אביב-יפו,"ד""ר קלטר אריאל",03-5063555,,תל-אביב,מרפאות שיניים של תאגידים,בת ים,5575B
32.981568,35.241169,ח'ורי כמאל - ג'ת הגלילית,פרטי,כפר ג'ת הגלילית,לשכת בריאות עכו,"ד""ר פארס סאסין",,,עכו,מרפאות שיניים של תאגידים,יאנוח-ז'ת,557S3
32.97232,35.298528,ח'ורי כמאל כפר סמיע,פרטי,,לשכת בריאות עכו,"ד""ר פארס סאסין",04-9570659,,עכו,מרפאות שיניים של תאגידים,כפר סמיע,557S2
32.3287091,34.8511532,"חי שן איקס פתרונות תכליתיים בע""מ",פרטי,אוסישקין 3/8,לשכת בריאות נתניה,"ד""ר לוזובר אנדראה סימה",09-8996022,09-8996024,השרון,מרפאות שיניים של תאגידים,נתניה,557LL
,,חיוך ברמה,פרטי,"קיבוץ רמת רחל, ד.נ. צפון יהודה",לשכת בריאות ירושלים,"ד""ר ינקו רוברט",02-6702950,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,5572M
32.0259818,34.7532255,"חיוך פור יו בע""מ",פרטי,ירושלים 69,לשכת בריאות תל אביב-יפו,"ד""ר מלמן צבי",03-5081212,,תל-אביב,מרפאות שיניים של תאגידים,בת ים,5575P
32.0836438,34.8064853,"חיוך פלוס אימפלנט יוסף בע""מ",פרטי,ז'בוטינסקי 35,לשכת בריאות תל אביב-יפו,מר מושיחוב יוסף,03-7558781,03-7558799,תל-אביב,מרפאות שיניים של תאגידים,רמת גן,557MX
31.79438099999999,34.6414979,"חיוך קורן בע""מ",פרטי,שדרות ירושלים 18,לשכת בריאות אשקלון,"ד""ר גילעד רועי",077-7050408,077-7030411,אשקלון,מרפאות שיניים של תאגידים,אשדוד,557IE
31.5241327,34.5938803,חיוכים - המרכז לבריאות השן,פרטי,הרצל 21,לשכת בריאות אשקלון,"ד""ר מישאלוף איתי",077-7008553,077-7008554,אשקלון,מרפאות שיניים של תאגידים,שדרות,5577O
32.0255517,34.8585913,חיוכים סנטר וואן,ציבורי,אליהו סעדון 122,לשכת בריאות תל אביב-יפו,"ד""ר מושיאב יוסף",0765408109,03-64313350,תל-אביב,מרפאות שיניים של תאגידים,אור יהודה,5562J
32.0255517,34.8585913,חיוכים סנטר וואן,ציבורי,אליהו סעדון 122,לשכת בריאות תל אביב-יפו,"ד""ר מושיאב יוסף",0765408109,03-64313350,תל-אביב,מרפאות שיניים של תאגידים,אור יהודה,5562J
32.717527,35.12608100000001,חינוך ורווחה - מועצה מקומית קרית טבעון,רשות מקומית,סימטת הליבנה,לשכת בריאות חיפה,"ד""ר כרמלי רחל",04-831421,,חיפה,מרפאות שיניים של תאגידים,קרית טבעון,55860
32.0876352,34.8824699,"חן דנט מרפאות שיניים בע""מ",פרטי,מונטפיורי 20,לשכת בריאות פתח תקווה,"ד""ר שרקאוי פתחי",03-9344947,03-9344947,פתח תקווה,מרפאות שיניים של תאגידים,פתח תקוה,557HP
,,"חן השן אלעד בע""מ",פרטי,רבי מאיר 10,לשכת בריאות פתח תקווה,"ד""ר שרף יעקב",03-9089345,15339089345,פתח תקווה,מרפאות שיניים של תאגידים,אלעד,557LT
31.92208129999999,34.7935004,"חן השן ד""ר אייזק פרזמן בע""מ",פרטי,הפטיש 8,לשכת בריאות רחובות,"ד""ר אייזיק פרזמן חנה",,,רחובות,מרפאות שיניים של תאגידים,נס ציונה,557NJ
31.7941713,35.2058338,"חן השן ירושלים בע""מ",פרטי,פתח תקווה 16,לשכת בריאות ירושלים,"ד""ר דיין גיל יוסף ישראל",02-6748000,02-6748010,ירושלים,מרפאות שיניים של תאגידים,ירושלים,557OH
31.7478772,34.9922848,חן לשן,פרטי,הגליל 2,לשכת בריאות ירושלים,"ד""ר יוריסט יבגניה",02-9911587,02-9912330,ירושלים,מרפאות שיניים של תאגידים,בית שמש,5575W
31.8945627,34.8128136,חסד ומרפא,ציבורי,בנימין 12,לשכת בריאות רחובות,"ד""ר כץ אביב",08-9495080,08-9493080,רחובות,מרפאות שיניים של תאגידים,רחובות,5562L
31.668009,34.5843791,חסד ומרפא - אשקלון,ציבורי,דוד רמז 31,לשכת בריאות אשקלון,"ד""ר קושנר אלכסנדר",08-8003030,08-8003010,אשקלון,מרפאות שיניים של תאגידים,אשקלון,5562P
31.7897823,35.2120514,חסדי יצחק,ציבורי,תחכמוני 30,לשכת בריאות ירושלים,"ד""ר ברוק נעם",02-381820,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,55638
32.7867044,35.5128369,חסדי מרגלית,ציבורי,כנרת 6,לשכת בריאות ירושלים,"ד""ר בקירובה ליליה",02-5000281,02-5377337,ירושלים,מרפאות שיניים של תאגידים,ירושלים,556W1
31.7621,35.2137262,"טופ סמייל בע""מ",פרטי,אלעזר המודעי 18,לשכת בריאות ירושלים,"ד""ר משיח בכור",02-5723000,,ירושלים,מרפאות שיניים של תאגידים,ירושלים,557LR
31.7997442,35.1489934,טופז מרכזים רפואיים והשתלות שיניים,פרטי,קניון הראל,לשכת בריאות ירושלים,"ד""ר אגדי יעקב",02-5702992,02-5702993,ירושלים,מרפאות שיניים של תאגידים,מבשרת ציון,557ER
32.108333,34.8401631,"טופז מרכזים רפואיים והשתלות שיניים - ת""א",פרטי,הנחושת 2,לשכת בריאות תל אביב-יפו,"ד""ר אגדי דניאל",03-5054578,03-5054979,תל-אביב,מרפאות שיניים של תאגידים,תל אביב-יפו,557KH
31.2593067,34.7980273,"טורקיז מרכז רפואי בע""מ",פרטי,"יצחק רגר ,11 קומה א",לשכת בריאות באר שבע,"ד""ר ווילנסקי איתן",08-9158155,073-7299345,באר שבע,מרפאות שיניים של תאגידים,באר שבע,557MD
31.7417098,34.9951715,"טיב השן חברת אסקאהן נחמן בע""מ",פרטי,שפת אמת 4,לשכת בריאות ירושלים,"ד""ר קרנצוב ולדימיר",02-5794400,02-5794133,ירושלים,מרפאות שיניים של תאגידים,בית שמש,557LG
29.556352,34.952934,"טיב-דנט 2000 בע""מ",פרטי,"מרכז מור, קומה ב",לשכת בריאות באר שבע,"ד""ר ליסטר פליפה",07-6374456,,באר שבע,מרפאות שיניים של תאגידים,אילת,557Q0
32.0747055,34.8185045,טיפול בחיוך - גבעתיים,פרטי,בן גוריון 182,לשכת בריאות תל אביב-יפו,"ד""ר אבירם מאיר יעקב",03-6703349,03-9503826,תל-אביב,מרפאות שיניים של תאגידים,גבעתים,5576B
31.9650971,34.8048333,"טיפול בחיוך - ראשל""צ",פרטי,אשר לוין 1,לשכת בריאות רחובות,"ד""ר אבנד רבקה",03-9678778,03-9503826,רחובות,מרפאות שיניים של תאגידים,ראשון לציון,5574E
32.852247,35.201315,"טמרה פרפקט סמייל בע""מ",פרטי,,לשכת בריאות עכו,"ד""ר טאהא זיאד",0506-866442,,עכו,מרפאות שיניים של תאגידים,טמרה,557OO
32.3261584,34.8582663,י.א. לב השן - נתניה,פרטי,פינסקר 18,לשכת בריאות נתניה,"ד""ר יופה אריה",09-8614725,09-8330045,השרון,מרפאות שיניים של תאגידים,נתניה,557KD
32.3261584,34.8582663,י.א. לב השן - נתניה,פרטי,פינסקר 18,לשכת בריאות נתניה,"ד""ר יופה אריה",09-8614725,09-8330045,השרון,מרפאות שיניים של תאגידים,נתניה,557KD
32.793711,34.959286,י.ד.א.פ ימין אורד חוף הכרמל,פרטי,ד.נ. חוף הכרמל,לשכת בריאות חיפה,"ד""ר מוזיצ'נקו אלכסנדר",04-9842781,052-3749098,חיפה,מרפאות שיניים של תאגידים,חיפה,557MQ
32.7620969,34.9739723,"י.ד.א.פ מרפאת שיניים בע""מ",פרטי,נווה אליאס 1,לשכת בריאות חיפה,"ד""ר מוזיצ'נקו אלאונורה",04-8575127,,חיפה,מרפאות שיניים של תאגידים,טירת כרמל,55791
32.0927545,34.8390014,"י.מ. דנטל בע""מ",פרטי,ז'בוטינסקי 117,לשכת בריאות תל אביב-יפו,"ד""ר סגל יוליאן",03-791667,,תל-אביב,מרפאות שיניים של תאגידים,בני ברק,557M9
32.1624531,34.8417664,"י.מ. מרפאת שיניים בע""מ - הרצליה",פרטי,בן גוריון 22 ב,לשכת בריאות תל אביב-יפו,"ד""ר גליקשטיין אבי",09-8323768,077-2118141,תל-אביב,מרפאות שיניים של תאגידים,הרצליה,557NQ
32.3293227,34.85645390000001,"י.מ.י מרפאת שיניים בע""מ",פרטי,שמואל הנציב 3,לשכת בריאות נתניה,"ד""ר שרגורודסקי אווה",09-8623987,09-8623987,השרון,מרפאות שיניים של תאגידים,נתניה,5579S
32.02551930000001,34.7442267,"י.ר. שנלי בע""מ",פרטי,ארלוזרוב 40,לשכת בריאות תל אביב-יפו,"ד""ר הדס תמי",03-6585880,,תל-אביב,מרפאות שיניים של תאגידים,בת ים,5571Q
,,יבוס דנטאל - זינה,פרטי,"סילוואן, שכונת אל עבאסייה",לשכת בריאות ירושלים,"ד""ר ג'מג""ום עלאא",02-6729041,02-6729055,ירושלים,מרפאות שיניים של תאגידים,ירושלים,5578O
31.79438099999999,34.6414979,"יד להחלמה בע""מ - אשדוד",פרטי,ירושלים 122/18,לשכת בריאות אשקלון,"ד""ר שליאקובסקי מרגריטה",08-9566900,08-9566901,אשקלון,מרפאות שיניים של תאגידים,אשדוד,557KW
32.0773447,34.9152316,"יו.דו מרפאת שיניים בע""מ - פתח תקווה",פרטי,ועד ארבע ארצות 5,לשכת בריאות פתח תקווה,"ד""ר גולדשטיין אגנט",03-9329318,03-9331826,פתח תקווה,מרפאות שיניים של תאגידים,פתח תקוה,557IS
31.2810044,34.8051126,"יו-דנט סמייל בע""מ",פרטי,נחום שריג 4,לשכת בריאות באר שבע,"ד""ר לובשוב איגור",077-5102052,077-5102052,באר שבע,מרפאות שיניים של תאגידים,באר שבע,557DQ
31.6582714,34.5674828,"יוליה דנטל בע""מ",פרטי,ביאליק 26,לשכת בריאות אשקלון,"ד""ר אברהם רובין דורון",050-7536639,,אשקלון,מרפאות שיניים של תאגידים,אשקלון,557IL
32.0793942,34.8161451,"יוניט TINU, רמת גן",פרטי,קרניצי 1/16,לשכת בריאות תל אביב-יפו,"ד""ר חגי אהרון אברהם",03-6727737,,תל-אביב,מרפאות שיניים של תאגידים,רמת גן,557PW
31.9375957,34.8570184,יוסף דנט - רמלה,פרטי,חיים בר לב 8,לשכת בריאות רמלה,"ד""ר יעקובוב דוד",08-3188192,,רמלה,מרפאות שיניים של תאגידים,רמלה,557HW
32.3304577,34.8592143,"ינקלוביץ דנטל קליניק בע""מ",פרטי,ויצמן 16,לשכת בריאות נתניה,"ד""ר גנאים אחמד",054-4749526,,השרון,מרפאות שיניים של תאגידים,נתניה,557OW
